stay_length,lead_time,adr,hotel,is_canceled,is_repeated_guest,arrival_date_month,is_parking_required
5,44,212.42,City Hotel,1,0,March,0
6,115,132.3,City Hotel,1,0,October,0
4,16,169.6,Resort Hotel,0,0,August,0
1,19,68.5,City Hotel,0,0,September,0
2,3,84.65,City Hotel,0,0,April,1
3,1,70.33,Resort Hotel,0,0,January,0
10,105,92.4,Resort Hotel,0,0,December,0
1,6,65.0,City Hotel,0,0,August,0
6,165,83.58,City Hotel,0,0,July,0
7,223,51.12,Resort Hotel,0,0,June,0
5,32,63.1,Resort Hotel,0,0,March,0
1,50,280.0,Resort Hotel,1,0,August,0
4,18,103.19,City Hotel,1,0,January,0
14,143,177.79,Resort Hotel,1,0,August,0
1,2,129.0,City Hotel,0,0,May,0
4,85,100.0,Resort Hotel,0,0,May,0
1,134,116.1,City Hotel,0,0,June,0
1,2,63.0,Resort Hotel,0,0,November,0
2,7,58.8,Resort Hotel,0,0,October,0
4,118,109.86,City Hotel,1,0,June,0
3,12,90.1,City Hotel,0,0,January,0
3,5,45.6,Resort Hotel,0,0,October,0
6,77,94.5,City Hotel,1,0,July,0
6,193,110.4,Resort Hotel,0,0,June,1
4,51,93.0,Resort Hotel,1,0,June,0
10,105,309.0,Resort Hotel,1,0,August,0
1,18,63.5,Resort Hotel,0,0,October,1
2,11,161.0,City Hotel,0,0,March,0
14,111,78.26,City Hotel,1,0,March,0
4,118,110.0,City Hotel,0,0,June,0
2,3,95.0,City Hotel,1,0,June,0
1,1,73.15,Resort Hotel,0,0,June,0
3,87,230.0,Resort Hotel,0,0,August,0
4,87,94.0,Resort Hotel,0,0,May,0
1,3,45.0,Resort Hotel,0,0,April,0
1,1,114.0,City Hotel,0,0,January,0
1,11,65.0,City Hotel,0,0,December,0
1,5,67.5,Resort Hotel,0,0,June,0
4,245,145.8,City Hotel,0,0,December,0
3,2,45.2,Resort Hotel,0,0,February,0
2,69,62.0,City Hotel,0,0,September,0
4,12,85.0,City Hotel,0,0,December,0
1,4,92.0,Resort Hotel,0,0,May,1
4,80,287.0,City Hotel,1,0,July,0
7,80,73.0,Resort Hotel,1,0,May,0
4,85,64.8,Resort Hotel,1,0,December,0
3,150,76.5,City Hotel,0,0,August,0
4,40,145.35,City Hotel,1,0,March,0
9,143,112.42,Resort Hotel,0,0,June,0
1,101,62.0,Resort Hotel,1,0,May,0
5,139,102.06,City Hotel,1,0,October,0
2,110,72.8,City Hotel,0,0,April,0
1,18,89.0,City Hotel,0,0,June,0
2,6,172.0,Resort Hotel,0,0,June,0
3,55,140.0,City Hotel,0,0,May,0
3,91,198.9,City Hotel,1,0,May,0
1,1,108.0,City Hotel,0,0,July,0
3,32,58.0,City Hotel,0,0,January,0
4,73,117.0,City Hotel,1,0,April,0
3,73,160.2,City Hotel,1,0,March,0
4,1,64.5,Resort Hotel,0,0,April,0
3,141,98.1,City Hotel,1,0,July,0
5,12,139.0,Resort Hotel,1,0,July,0
5,181,76.5,City Hotel,1,0,July,0
3,60,112.33,Resort Hotel,1,0,September,0
1,2,57.0,Resort Hotel,1,0,June,0
4,110,86.9,City Hotel,0,0,September,0
3,3,89.6,Resort Hotel,0,0,July,0
2,25,85.5,Resort Hotel,0,0,April,0
2,43,126.9,City Hotel,0,0,May,0
5,66,99.9,City Hotel,0,0,June,0
1,130,61.25,City Hotel,1,0,February,0
5,163,214.0,Resort Hotel,0,0,July,0
2,15,170.0,City Hotel,0,0,October,0
1,7,90.0,Resort Hotel,0,0,May,0
4,53,59.4,Resort Hotel,0,0,October,0
4,283,72.25,City Hotel,0,0,December,0
2,23,108.0,City Hotel,1,0,March,0
1,11,108.0,City Hotel,0,1,March,0
1,3,85.0,Resort Hotel,0,0,May,0
3,121,85.0,City Hotel,0,0,May,0
2,225,85.0,Resort Hotel,1,0,May,0
3,32,109.0,City Hotel,0,0,October,0
4,14,126.0,City Hotel,1,0,October,0
5,6,107.0,City Hotel,0,0,February,0
10,53,111.2,Resort Hotel,0,0,July,0
3,320,80.0,City Hotel,1,0,June,0
3,52,155.0,City Hotel,0,0,June,0
1,27,65.0,City Hotel,0,1,June,0
1,7,34.0,Resort Hotel,1,0,November,0
3,115,65.0,Resort Hotel,0,0,March,0
4,189,112.2,City Hotel,0,0,August,0
2,14,85.0,City Hotel,1,0,February,0
4,12,92.0,City Hotel,0,0,January,0
3,115,136.1,City Hotel,0,0,June,0
4,60,257.75,Resort Hotel,0,0,July,0
2,320,115.0,City Hotel,0,0,August,0
2,1,133.0,City Hotel,0,0,September,0
1,98,126.0,City Hotel,0,0,May,0
2,34,56.16,City Hotel,0,0,December,0
7,33,41.43,City Hotel,0,0,November,0
3,176,107.1,City Hotel,0,0,May,0
7,76,64.83,Resort Hotel,0,0,March,0
2,13,48.0,Resort Hotel,1,0,January,0
9,72,158.33,Resort Hotel,1,0,May,0
1,201,60.0,Resort Hotel,0,0,November,0
2,28,60.0,Resort Hotel,0,0,April,0
4,1,90.0,City Hotel,0,0,August,0
3,125,135.0,City Hotel,1,0,July,0
7,345,53.57,Resort Hotel,0,0,May,1
7,72,114.0,City Hotel,0,0,July,0
7,56,82.45,City Hotel,1,0,March,0
7,253,50.85,Resort Hotel,1,0,May,0
5,40,59.64,Resort Hotel,1,0,November,0
3,25,108.0,City Hotel,1,0,April,0
4,157,117.68,City Hotel,1,0,November,0
3,99,109.5,City Hotel,0,0,July,0
1,4,48.0,Resort Hotel,0,0,February,0
2,30,153.0,City Hotel,0,0,September,0
3,31,80.0,Resort Hotel,0,0,October,0
5,119,66.8,Resort Hotel,1,0,September,0
4,171,111.8,Resort Hotel,0,0,July,0
5,196,87.67,City Hotel,0,0,September,0
4,160,90.46,City Hotel,1,0,March,0
4,163,84.6,Resort Hotel,1,0,November,0
5,26,119.0,City Hotel,1,0,October,0
4,42,135.14,Resort Hotel,0,0,August,0
5,120,136.8,City Hotel,0,0,August,1
1,19,184.0,City Hotel,0,0,October,0
6,210,140.94,Resort Hotel,1,0,August,0
1,27,99.0,City Hotel,0,0,June,0
4,203,126.6,City Hotel,0,0,July,0
3,137,198.0,City Hotel,0,0,April,0
4,24,123.5,City Hotel,1,0,April,0
1,1,105.0,City Hotel,0,0,August,0
14,32,90.35,City Hotel,1,0,December,0
4,137,153.0,City Hotel,1,0,June,0
2,1,149.0,City Hotel,0,0,October,0
8,11,79.0,City Hotel,0,0,August,0
3,151,136.33,Resort Hotel,0,0,June,0
11,89,99.18,Resort Hotel,0,0,September,0
8,354,142.55,Resort Hotel,0,0,September,1
3,24,80.0,City Hotel,0,0,December,0
4,72,91.8,City Hotel,0,0,March,0
6,58,77.35,City Hotel,1,0,December,0
7,139,72.25,City Hotel,1,0,July,0
3,24,117.67,City Hotel,0,0,September,0
2,174,89.1,City Hotel,1,0,July,0
8,15,90.0,Resort Hotel,1,0,March,0
2,1,48.0,Resort Hotel,0,0,February,0
1,8,26.0,Resort Hotel,0,0,December,0
2,190,70.0,City Hotel,1,0,April,0
2,12,55.0,Resort Hotel,0,0,March,1
5,63,170.0,City Hotel,0,0,June,0
2,1,56.0,Resort Hotel,0,0,January,1
3,41,105.9,City Hotel,0,0,October,0
4,159,102.8,Resort Hotel,0,0,July,0
2,38,179.0,Resort Hotel,1,0,July,0
14,277,259.86,Resort Hotel,1,0,July,0
1,30,147.5,City Hotel,0,0,January,0
3,24,54.98,Resort Hotel,1,0,November,0
4,67,157.0,City Hotel,1,0,July,0
7,116,113.09,City Hotel,0,0,September,0
5,79,90.95,City Hotel,0,0,April,0
1,17,81.0,Resort Hotel,0,1,May,0
2,18,165.0,City Hotel,0,0,April,0
2,3,107.0,City Hotel,0,0,February,0
2,59,106.2,City Hotel,0,0,March,0
10,56,79.5,Resort Hotel,0,0,September,0
4,147,163.8,City Hotel,0,0,July,0
3,19,130.67,City Hotel,0,0,June,1
4,295,306.0,Resort Hotel,0,0,August,0
4,17,61.0,Resort Hotel,1,0,December,0
3,4,62.4,City Hotel,0,0,March,0
2,7,42.0,Resort Hotel,0,1,May,0
3,54,83.4,City Hotel,0,0,March,0
3,166,137.7,City Hotel,1,0,August,0
5,70,210.8,City Hotel,0,0,March,0
3,69,160.98,Resort Hotel,0,0,December,0
4,69,136.0,Resort Hotel,0,0,December,1
2,21,65.91,City Hotel,1,0,December,0
2,11,150.0,Resort Hotel,0,0,July,0
7,70,44.0,Resort Hotel,0,0,May,0
3,134,146.7,City Hotel,0,0,August,0
1,183,98.1,City Hotel,1,0,October,0
4,22,74.8,City Hotel,1,0,March,0
6,52,102.0,Resort Hotel,0,0,March,0
3,84,119.82,City Hotel,0,0,April,0
3,63,105.6,City Hotel,0,0,April,0
2,29,212.0,City Hotel,0,0,September,0
4,19,66.0,Resort Hotel,0,0,March,1
4,76,109.8,City Hotel,0,0,June,0
3,115,125.0,City Hotel,0,0,August,0
4,174,81.0,Resort Hotel,0,0,April,0
5,232,103.05,City Hotel,1,0,April,0
2,144,90.09,City Hotel,0,0,April,0
3,157,108.66,City Hotel,1,0,August,0
14,306,138.25,Resort Hotel,1,0,July,0
4,464,107.0,City Hotel,0,0,July,0
1,54,149.4,City Hotel,0,0,June,0
3,46,126.0,City Hotel,0,0,April,0
1,16,93.0,City Hotel,0,0,March,0
2,6,116.0,City Hotel,0,0,April,0
2,69,153.0,City Hotel,1,0,May,0
7,29,190.0,City Hotel,1,0,May,0
5,15,124.0,City Hotel,0,0,September,0
3,113,110.0,Resort Hotel,1,0,June,0
7,184,177.81,City Hotel,1,0,August,0
4,166,89.25,City Hotel,0,0,October,0
2,30,48.0,Resort Hotel,1,0,February,0
1,58,87.3,City Hotel,0,0,July,0
8,51,57.6,City Hotel,0,0,March,0
3,8,91.33,City Hotel,0,0,January,1
8,108,239.0,Resort Hotel,1,0,July,0
4,50,51.09,City Hotel,0,0,February,0
4,71,90.56,City Hotel,0,0,October,0
1,10,114.73,City Hotel,0,0,September,0
4,155,152.1,City Hotel,1,0,July,0
2,64,158.4,City Hotel,0,0,September,0
2,49,85.0,City Hotel,0,0,May,0
2,34,180.0,City Hotel,1,0,April,0
7,298,123.3,City Hotel,1,0,May,0
5,97,176.8,City Hotel,1,0,October,0
2,183,85.0,Resort Hotel,0,0,April,0
3,79,89.1,City Hotel,1,0,May,0
7,160,106.75,City Hotel,0,0,August,1
4,147,138.55,City Hotel,1,0,July,0
2,49,164.1,City Hotel,0,0,August,0
5,67,105.3,City Hotel,0,0,July,0
5,108,91.8,City Hotel,0,0,March,0
4,60,75.0,City Hotel,1,0,March,0
2,45,92.7,City Hotel,1,0,March,0
1,4,108.0,City Hotel,0,0,April,1
2,35,29.0,Resort Hotel,0,0,January,0
4,68,62.0,City Hotel,0,0,September,0
3,118,183.3,City Hotel,1,0,July,0
3,125,114.3,City Hotel,0,0,May,0
2,169,148.5,City Hotel,1,0,August,0
7,191,30.24,Resort Hotel,0,0,November,0
3,38,46.8,Resort Hotel,1,0,November,0
4,5,66.0,City Hotel,0,0,February,0
3,85,44.33,Resort Hotel,1,0,December,0
4,88,180.63,City Hotel,1,0,April,0
7,147,178.59,City Hotel,1,0,October,0
4,309,40.95,Resort Hotel,0,0,May,0
11,187,77.4,Resort Hotel,0,0,October,0
4,33,201.75,City Hotel,0,0,August,0
3,39,140.0,Resort Hotel,0,0,May,0
3,100,80.1,City Hotel,0,0,April,0
4,66,32.4,Resort Hotel,0,0,November,0
3,11,152.33,City Hotel,0,0,April,0
2,2,98.0,City Hotel,0,0,August,0
5,48,93.5,City Hotel,0,0,March,0
2,131,55.0,Resort Hotel,1,0,October,0
4,126,87.0,City Hotel,0,0,January,0
1,3,106.0,City Hotel,0,0,September,0
2,18,120.0,City Hotel,0,0,November,0
6,27,125.0,Resort Hotel,1,0,April,0
3,69,159.3,City Hotel,0,0,May,0
4,98,202.5,City Hotel,1,0,July,0
4,165,84.5,Resort Hotel,0,0,December,0
3,195,104.4,City Hotel,0,0,July,0
4,37,73.1,City Hotel,0,0,March,0
2,34,65.4,Resort Hotel,0,0,November,1
3,17,75.0,City Hotel,0,0,February,0
4,186,80.75,City Hotel,0,0,September,0
5,1,339.4,Resort Hotel,0,0,July,1
2,1,118.0,City Hotel,0,0,January,0
3,10,164.0,City Hotel,0,0,September,0
4,27,288.0,Resort Hotel,0,0,August,0
1,108,199.2,Resort Hotel,1,0,July,0
2,87,199.0,Resort Hotel,1,0,July,0
7,214,137.43,Resort Hotel,0,0,August,0
2,4,104.0,City Hotel,0,0,April,0
3,27,125.25,City Hotel,0,0,June,0
3,36,88.0,City Hotel,1,0,December,0
1,11,97.0,City Hotel,0,0,December,0
4,19,75.0,Resort Hotel,0,1,March,0
3,31,146.67,City Hotel,1,0,June,0
4,107,139.5,City Hotel,0,0,July,0
3,153,107.1,City Hotel,0,0,July,0
3,48,40.67,City Hotel,0,0,March,0
4,92,128.63,City Hotel,0,0,April,0
2,44,65.0,City Hotel,0,0,January,0
4,22,159.0,City Hotel,0,0,August,1
2,45,81.0,City Hotel,0,0,September,0
9,92,123.0,Resort Hotel,0,0,September,1
1,52,168.3,City Hotel,0,0,July,0
3,197,72.25,City Hotel,0,0,August,0
1,1,60.0,Resort Hotel,0,0,November,0
4,43,74.8,City Hotel,0,0,January,0
2,17,126.0,City Hotel,0,0,September,0
6,211,136.5,City Hotel,1,0,May,0
4,7,88.0,Resort Hotel,0,0,October,1
3,11,129.0,Resort Hotel,0,0,June,0
1,1,118.0,City Hotel,0,0,July,0
6,75,111.75,City Hotel,0,0,July,0
3,276,93.64,City Hotel,0,0,July,0
1,112,90.0,City Hotel,1,0,December,0
2,156,94.5,City Hotel,0,0,August,0
4,38,148.95,City Hotel,0,0,April,0
3,143,137.7,City Hotel,1,0,July,0
4,78,220.5,City Hotel,1,0,May,0
2,5,95.0,City Hotel,0,0,April,0
2,54,83.7,City Hotel,0,0,November,0
1,6,65.0,City Hotel,0,1,December,0
3,316,110.0,City Hotel,0,0,May,0
3,1,90.86,City Hotel,0,0,February,0
8,155,121.7,Resort Hotel,1,0,July,0
1,30,144.0,City Hotel,1,0,June,0
7,35,52.4,Resort Hotel,0,0,October,0
3,75,91.38,City Hotel,0,0,July,0
5,65,131.75,City Hotel,1,0,July,0
4,86,97.2,City Hotel,0,0,March,0
1,14,150.0,City Hotel,1,0,May,0
4,136,118.8,City Hotel,1,0,October,0
4,4,72.25,City Hotel,0,0,October,0
2,32,94.0,City Hotel,0,0,June,0
1,4,180.0,Resort Hotel,0,0,July,0
2,58,140.0,City Hotel,0,0,August,0
3,24,60.0,Resort Hotel,0,0,March,0
3,126,126.0,City Hotel,0,0,January,0
3,84,114.34,City Hotel,0,0,May,0
3,13,122.4,City Hotel,0,0,February,0
3,5,204.6,Resort Hotel,0,0,July,1
7,279,177.3,City Hotel,1,0,September,0
4,69,114.8,City Hotel,0,0,August,0
1,14,82.4,City Hotel,0,0,March,0
1,2,65.0,Resort Hotel,0,0,April,0
2,6,35.11,Resort Hotel,0,0,January,0
3,88,183.0,City Hotel,1,0,May,0
9,193,90.95,City Hotel,1,0,July,0
5,22,142.2,City Hotel,0,0,May,0
3,27,104.5,Resort Hotel,0,0,February,0
7,542,89.0,Resort Hotel,0,0,September,0
3,11,83.58,City Hotel,1,0,January,0
4,76,85.0,City Hotel,0,0,April,0
1,5,144.0,City Hotel,0,0,July,0
5,62,72.06,Resort Hotel,0,0,December,1
4,7,52.25,Resort Hotel,0,0,March,1
7,136,52.2,Resort Hotel,0,0,May,0
7,39,186.25,Resort Hotel,0,0,August,0
3,161,130.0,City Hotel,1,0,March,0
4,242,72.25,City Hotel,0,0,November,0
2,33,36.0,Resort Hotel,0,0,November,0
7,285,126.9,City Hotel,1,0,June,0
4,10,153.0,City Hotel,0,0,August,0
1,31,89.0,City Hotel,0,0,June,0
1,3,100.0,Resort Hotel,1,0,April,0
4,164,65.7,Resort Hotel,0,0,May,0
6,82,99.45,City Hotel,0,0,April,0
3,112,40.0,Resort Hotel,0,0,March,0
4,12,111.35,City Hotel,0,0,May,0
1,4,121.6,City Hotel,1,0,August,0
2,49,85.5,City Hotel,0,0,October,0
2,16,160.0,City Hotel,0,0,July,0
4,18,77.25,Resort Hotel,1,0,March,0
5,16,194.0,Resort Hotel,1,0,June,0
1,174,130.5,City Hotel,1,0,July,0
3,19,90.0,City Hotel,1,1,October,0
3,183,117.0,City Hotel,0,0,August,0
2,1,85.0,City Hotel,0,0,September,0
7,80,101.77,City Hotel,0,0,December,0
2,19,91.0,City Hotel,1,0,February,0
3,62,126.0,City Hotel,1,0,April,0
3,4,206.0,Resort Hotel,0,0,July,0
4,37,79.5,City Hotel,0,0,February,0
4,47,103.05,City Hotel,0,0,October,0
1,18,42.0,Resort Hotel,0,1,April,0
5,3,90.6,City Hotel,1,0,March,0
4,1,106.0,City Hotel,0,1,January,0
2,225,96.3,City Hotel,0,0,August,0
4,4,122.48,City Hotel,0,0,December,0
1,181,98.1,City Hotel,0,0,July,0
1,6,57.75,Resort Hotel,0,0,December,1
4,10,306.5,Resort Hotel,0,0,August,0
1,60,234.0,City Hotel,1,0,October,0
2,141,147.6,City Hotel,0,0,September,0
2,14,81.9,City Hotel,1,0,January,0
3,75,131.4,City Hotel,1,0,July,0
3,11,98.0,City Hotel,1,0,December,0
2,69,119.8,City Hotel,0,0,December,1
7,2,50.85,Resort Hotel,1,0,February,0
14,231,93.93,Resort Hotel,0,0,August,0
2,7,128.0,City Hotel,0,0,April,0
2,91,88.0,City Hotel,1,0,December,0
1,1,34.0,Resort Hotel,0,1,February,0
3,106,89.1,City Hotel,1,0,May,0
3,24,224.0,City Hotel,1,0,April,0
7,167,123.47,Resort Hotel,0,0,August,0
1,34,85.5,City Hotel,0,0,September,0
5,139,175.4,Resort Hotel,0,0,July,1
1,94,111.0,City Hotel,1,0,June,0
1,6,91.0,City Hotel,0,0,March,0
3,5,124.0,City Hotel,0,0,April,1
3,105,58.0,City Hotel,0,0,March,0
4,15,85.0,City Hotel,0,0,November,0
8,249,210.5,Resort Hotel,1,1,August,0
7,129,134.36,City Hotel,0,0,April,0
1,2,102.7,City Hotel,0,0,August,0
5,35,111.42,City Hotel,1,0,August,0
3,276,116.33,City Hotel,0,0,September,0
7,172,205.0,Resort Hotel,0,0,August,0
3,114,140.4,City Hotel,0,0,May,0
2,38,125.1,City Hotel,1,0,July,0
1,1,127.0,City Hotel,0,0,June,0
2,44,83.6,City Hotel,1,0,November,0
3,129,126.0,Resort Hotel,0,0,August,0
2,48,158.0,City Hotel,0,0,October,0
2,222,80.0,Resort Hotel,0,0,September,0
4,34,88.0,Resort Hotel,0,0,November,1
7,152,82.0,Resort Hotel,0,0,February,0
1,20,127.0,City Hotel,0,0,March,0
2,155,186.3,City Hotel,1,0,August,0
3,175,79.2,City Hotel,0,0,February,0
14,235,123.5,Resort Hotel,0,0,July,0
2,133,135.0,City Hotel,0,0,June,1
4,129,59.0,Resort Hotel,0,0,October,0
14,103,83.7,Resort Hotel,0,0,September,1
6,138,244.67,Resort Hotel,0,0,August,1
1,32,88.0,City Hotel,1,0,February,0
2,3,100.0,City Hotel,0,0,September,0
4,57,85.5,City Hotel,0,0,April,0
13,208,101.75,Resort Hotel,0,0,August,0
2,20,77.6,City Hotel,1,0,January,0
3,89,145.0,City Hotel,1,0,August,0
4,41,121.73,City Hotel,0,0,April,0
3,18,167.74,City Hotel,0,0,April,0
3,52,94.5,City Hotel,0,0,October,0
4,11,101.25,Resort Hotel,0,0,May,0
3,260,113.4,City Hotel,1,0,September,0
2,80,97.0,Resort Hotel,0,0,July,1
3,25,96.0,City Hotel,0,0,December,0
4,111,123.0,Resort Hotel,1,0,October,0
5,57,56.0,Resort Hotel,1,0,December,0
5,20,65.0,City Hotel,0,0,March,0
2,135,90.0,City Hotel,0,0,June,0
2,256,112.0,City Hotel,0,0,June,0
5,62,99.0,City Hotel,1,0,April,0
3,39,126.67,City Hotel,1,0,June,0
1,113,90.0,City Hotel,0,0,November,0
7,242,160.0,Resort Hotel,0,0,September,1
1,28,87.01,City Hotel,0,0,October,0
2,138,194.0,Resort Hotel,0,0,June,1
3,176,137.7,City Hotel,0,0,August,0
7,294,135.39,City Hotel,1,0,August,0
8,36,36.75,Resort Hotel,0,0,November,1
1,10,30.0,Resort Hotel,0,0,March,0
7,127,106.0,Resort Hotel,1,0,June,0
5,53,69.0,City Hotel,0,0,March,0
5,20,145.0,City Hotel,0,0,September,0
3,63,34.56,Resort Hotel,0,0,March,0
22,82,74.8,City Hotel,0,0,January,0
5,29,165.4,Resort Hotel,1,0,July,0
3,115,97.33,Resort Hotel,1,0,March,0
4,15,129.0,City Hotel,1,0,August,0
1,2,108.0,Resort Hotel,0,0,May,0
12,32,98.0,Resort Hotel,0,0,February,0
2,381,145.55,City Hotel,0,0,July,0
6,163,123.3,City Hotel,0,0,July,0
7,113,32.4,Resort Hotel,1,0,December,0
2,86,209.0,Resort Hotel,1,0,August,0
4,23,124.0,City Hotel,0,0,September,0
2,27,38.88,Resort Hotel,0,0,November,0
2,10,88.0,City Hotel,0,0,January,0
10,25,39.0,Resort Hotel,0,0,January,0
6,218,170.38,Resort Hotel,0,0,August,0
3,88,75.0,City Hotel,0,0,December,0
2,12,40.0,Resort Hotel,0,0,March,0
4,24,128.0,City Hotel,0,0,September,0
3,274,107.0,City Hotel,0,0,August,0
4,49,62.8,City Hotel,0,0,March,0
4,204,99.45,City Hotel,1,0,August,0
2,35,80.3,City Hotel,0,0,February,0
2,7,160.0,City Hotel,0,0,April,0
4,27,145.28,City Hotel,0,0,March,0
11,27,50.85,Resort Hotel,0,0,April,0
1,163,65.0,Resort Hotel,1,0,May,0
3,154,177.3,City Hotel,0,0,June,1
2,58,79.2,City Hotel,1,0,February,0
4,28,74.8,City Hotel,1,0,February,0
4,41,157.28,City Hotel,0,0,August,0
7,233,101.7,Resort Hotel,0,0,July,0
6,98,75.0,City Hotel,0,0,November,0
3,99,90.63,City Hotel,0,0,April,0
2,32,130.0,City Hotel,0,0,November,0
3,64,51.97,City Hotel,0,0,March,0
7,152,60.35,Resort Hotel,0,0,July,0
4,169,106.0,City Hotel,1,0,April,0
1,2,150.0,City Hotel,0,0,June,0
2,72,79.2,City Hotel,1,0,November,0
2,333,130.5,Resort Hotel,1,0,June,0
7,272,111.3,Resort Hotel,0,0,July,0
3,42,139.0,City Hotel,1,0,May,0
4,258,88.83,City Hotel,0,0,October,0
5,35,88.98,City Hotel,0,0,June,0
3,66,108.11,City Hotel,0,0,May,0
6,47,159.75,City Hotel,1,0,October,0
3,17,84.0,City Hotel,0,0,September,0
3,86,171.0,City Hotel,0,0,May,0
1,41,109.0,City Hotel,1,0,October,0
3,116,75.0,City Hotel,0,0,February,0
3,3,30.0,Resort Hotel,0,0,February,0
5,62,65.66,City Hotel,1,0,February,0
7,172,200.0,Resort Hotel,1,0,August,0
7,33,143.94,City Hotel,0,0,September,0
3,74,303.33,Resort Hotel,1,0,August,0
5,150,152.1,City Hotel,0,0,April,0
2,1,95.0,Resort Hotel,0,0,April,0
1,16,135.0,City Hotel,0,0,October,1
4,44,130.0,Resort Hotel,0,0,June,0
10,219,98.4,Resort Hotel,1,0,June,0
4,228,102.85,City Hotel,0,0,October,0
3,219,76.67,City Hotel,0,0,September,0
2,15,41.57,Resort Hotel,0,0,November,0
1,63,63.75,City Hotel,0,0,August,0
7,192,99.45,City Hotel,1,0,August,0
5,55,119.0,Resort Hotel,0,0,August,0
1,11,109.0,City Hotel,0,0,February,0
2,144,187.2,City Hotel,0,0,June,0
2,2,88.0,City Hotel,0,0,March,0
4,313,30.24,Resort Hotel,0,0,March,0
3,65,177.3,City Hotel,1,0,April,0
1,19,156.0,City Hotel,1,0,April,0
3,102,135.0,City Hotel,0,0,May,0
1,2,29.0,Resort Hotel,0,0,February,0
2,52,156.6,City Hotel,1,0,December,0
1,3,35.0,Resort Hotel,0,0,January,0
6,249,107.1,City Hotel,0,0,July,0
2,182,126.0,City Hotel,1,0,August,0
1,44,65.0,City Hotel,0,0,January,0
7,139,90.9,Resort Hotel,0,0,June,0
2,1,191.0,Resort Hotel,0,0,July,0
2,94,90.25,City Hotel,0,0,August,0
10,297,88.9,Resort Hotel,0,0,September,0
4,46,28.1,Resort Hotel,0,0,November,0
7,178,134.4,Resort Hotel,0,0,June,1
7,5,86.43,Resort Hotel,0,0,May,0
4,79,115.0,Resort Hotel,0,0,July,0
1,1,135.0,City Hotel,0,0,December,0
1,32,69.5,City Hotel,0,0,February,0
4,81,110.8,City Hotel,0,0,December,0
4,75,230.0,City Hotel,1,0,July,0
4,85,90.95,City Hotel,0,0,April,0
7,178,179.34,Resort Hotel,1,0,July,0
5,233,54.0,Resort Hotel,1,0,May,0
1,75,180.2,City Hotel,0,0,January,1
6,217,199.67,Resort Hotel,0,0,August,0
4,13,96.0,City Hotel,0,0,February,0
3,62,156.0,Resort Hotel,0,0,December,0
7,203,96.17,City Hotel,1,0,June,0
3,131,126.0,City Hotel,1,0,June,0
4,62,74.8,City Hotel,1,0,March,0
3,80,119.07,City Hotel,1,0,October,0
4,1,212.5,Resort Hotel,0,0,August,0
3,8,43.0,Resort Hotel,1,0,November,0
4,20,75.0,City Hotel,0,0,November,0
1,1,190.0,City Hotel,0,0,July,0
3,71,75.0,City Hotel,0,0,April,0
2,5,185.0,City Hotel,0,0,April,0
5,62,57.0,City Hotel,0,0,January,0
4,8,68.0,Resort Hotel,0,0,January,0
3,65,111.0,City Hotel,0,0,October,0
2,54,122.5,City Hotel,0,0,December,0
1,291,91.0,City Hotel,0,0,September,0
3,93,117.0,City Hotel,1,0,April,0
3,161,96.9,City Hotel,0,0,July,0
4,189,72.25,City Hotel,1,0,August,0
10,94,146.4,City Hotel,1,0,July,0
4,7,36.0,Resort Hotel,0,0,October,0
10,84,142.26,Resort Hotel,0,0,August,0
7,95,125.0,City Hotel,0,0,August,0
2,32,73.0,City Hotel,0,0,November,0
3,67,135.0,City Hotel,1,0,April,0
1,21,108.65,Resort Hotel,0,0,September,0
3,117,76.0,City Hotel,0,0,February,0
2,39,95.0,City Hotel,1,0,April,0
7,26,238.14,Resort Hotel,0,0,August,0
3,86,65.0,City Hotel,0,0,May,0
9,183,184.33,Resort Hotel,0,0,September,1
3,41,77.0,Resort Hotel,0,0,December,0
1,1,45.0,Resort Hotel,0,1,January,1
6,105,69.0,Resort Hotel,0,0,November,0
7,190,79.2,Resort Hotel,1,0,May,0
1,14,131.25,City Hotel,0,1,October,0
3,138,80.75,City Hotel,0,0,September,0
1,1,157.0,City Hotel,0,0,August,1
3,59,80.75,City Hotel,0,0,October,0
6,69,95.2,City Hotel,0,0,March,0
3,7,38.5,Resort Hotel,0,0,February,1
4,53,100.3,City Hotel,0,0,March,0
3,264,99.0,Resort Hotel,0,0,June,0
7,47,67.92,Resort Hotel,0,0,October,0
2,113,126.9,City Hotel,1,0,June,0
1,1,162.0,Resort Hotel,0,1,June,1
4,50,62.0,City Hotel,0,0,August,0
4,50,140.0,City Hotel,1,0,August,0
2,378,46.0,Resort Hotel,1,0,November,0
3,130,139.5,City Hotel,0,0,September,0
2,9,115.0,City Hotel,1,0,February,0
1,9,76.0,Resort Hotel,0,0,January,0
4,3,42.0,Resort Hotel,0,0,May,1
7,54,196.0,Resort Hotel,1,0,August,0
1,23,241.0,Resort Hotel,0,0,August,0
1,83,112.8,City Hotel,1,0,September,0
7,86,34.33,Resort Hotel,0,0,December,0
1,23,130.0,City Hotel,1,0,October,0
2,190,70.0,City Hotel,1,1,April,0
2,6,103.0,City Hotel,1,0,March,0
1,23,160.0,City Hotel,0,0,July,0
7,19,48.0,Resort Hotel,1,0,March,0
2,61,72.24,City Hotel,0,0,October,0
28,74,50.91,Resort Hotel,0,0,March,0
4,68,61.8,Resort Hotel,0,0,March,1
